Reference Chord Alignment Report
Generated from reference_chords/english_master_chordbook.txt
===============================================================
- 1 | AAJ KA DIN YEHOVA NE BANAYA HAI | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2008 | धन्य धन्य येशु नाम | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2009 | तेरी स्तुति मै करूँ, आराधना करूँ | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2010 | जाता मैं जाता कहाँ तू ही है मेरा खुदा | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2011 | यीशु तू है सबसे महान | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2012 | तेरे बिन, मै कुछ भी नही | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2013 | कैसे मै तेरी महिमा गाऊं | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2014 | तेरी इनायत हमपर हुई है | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2015 | रोशनी है तेरी सबसे महान | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2016 | उस क्रूस की क्या बात है | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2017 | तेरी महिमा गाये, हाल्लेलुयाह | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2018 | यीशु, यीशु तू सबसे है महान | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2019 | येशु तेरे करीब आने से | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2020 | मेरे छोटे हृदय से | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2021 | हे प्रभु यीशु इन दोनों पर | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2022 | यीशु ने दि है शिफा | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2023 | आराधनायेशु तुझे | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2024 | तुमसा कोई नहीं | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2025 | हमको मिला है ये जिंदगी | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2026 | ** Uske phatako me pravesh karunga | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2027 | ** Chottey bachho ko paas aane do | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2028 | ** Tere Bina mai kuch bhi nahi hu | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2029 | ** Dhanyawad kare, Prabhu ki mahima kare | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2030 | ** Tere paas, aataa hu | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2031 | ** Kuch nahi, Kuch nahi chahiye Yeshu | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2032 | ** Bhavan ke beech mey | Chattan | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2033 | ** Gin Gin ke stuti karu | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2034 | ** Teri taarif hO | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2035 | इक आग हर दिल में | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2036 | यीशु मेरे दिल में आ | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2037 | पवित्र अति पवित्र , स्थान में ले चल प्रभु | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2038 | मैं हाथ उठाकर गाऊँगा | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2039 | पवित्र मुझे बना दे प्रभु, | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2040 | तेरे जैसा कौन है, |एलशदाई आराधना | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2041 | ले गया मेरे गुनाह, और मुझको जीवन दे गया | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2042 | मेरे जीवन में यीशु तेरा नाम, जलाल पाता रहे | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
- 2043 | चले हो तुम खुदा के साथ, रास्ता संकरा है | Current Key: N/A | Reference Key: N/A | Interval: 0 | Status: Reference Missing
Updated: 35
No Change: 30
Skipped: 657
Errors: 0
Execution Time: 4701 ms
